country,edate,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706
51,1950-02-23,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1951-10-25,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1955-05-26,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1959-10-08,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1964-10-15,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1966-03-31,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1970-06-18,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1974-02-28,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1974-10-10,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1979-05-03,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1983-06-09,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1987-06-11,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,valence,valence,valence,left,valence,valence,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1992-04-09,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,left,left,valence,left,valence,left,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,1997-05-01,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,left,left,valence,left,valence,left,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,2001-06-07,valence,valence,valence,right,left,left,left,left,valence,valence,right,left,valence,valence,valence,valence,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,right,valence,left,left,right,valence,left,left,left,valence,left,valence,left,valence,right,valence,right,valence,right,valence,valence,valence,left,right,right,valence,right,valence
51,2005-05-05,left,left,valence,valence,left,left,valence,left,right,right,right,valence,valence,left,left,right,right,right,right,right,right,valence,left,left,valence,right,valence,valence,left,left,valence,left,valence,valence,left,left,left,left,left,right,left,right,right,left,valence,left,right,valence,left,right,left,right,right,left,valence,valence
51,2010-05-06,left,left,valence,valence,valence,left,valence,left,right,right,right,valence,valence,left,left,right,right,right,right,right,right,valence,left,left,valence,right,valence,valence,left,left,valence,left,valence,valence,left,left,left,left,left,right,left,right,right,left,valence,left,right,valence,left,right,left,right,right,left,valence,valence
51,2015-05-07,left,valence,valence,right,valence,left,valence,left,right,right,valence,valence,valence,valence,left,valence,right,right,valence,right,valence,valence,valence,left,right,right,valence,left,left,valence,left,left,valence,valence,valence,left,left,left,left,right,valence,valence,right,left,right,left,right,valence,left,right,left,right,valence,valence,valence,valence
53,1948-02-04,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,right,right,right,right,left,left,valence,left,right,right,left,valence,right,left,left,right,valence,left,left,right,left,left,right,right,right,right,valence,right,left,right,valence,right,valence,left,right,right,valence,left,right
53,1951-05-30,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,right,right,right,right,left,left,valence,left,right,right,left,valence,right,left,left,right,valence,left,left,right,left,left,right,right,right,right,valence,right,left,right,valence,right,valence,left,right,right,valence,left,right
53,1954-04-18,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,right,right,right,right,left,left,valence,left,right,right,left,valence,right,left,left,right,valence,left,left,right,left,left,right,right,right,right,valence,right,left,right,valence,right,valence,left,right,right,valence,left,right
53,1957-03-05,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,right,right,right,right,left,left,valence,left,right,right,left,valence,right,left,left,right,valence,left,left,right,left,left,right,right,right,right,valence,right,left,right,valence,right,valence,left,right,right,valence,left,right
53,1961-10-04,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,right,right,right,right,left,left,valence,left,right,right,left,valence,right,left,left,right,valence,left,left,right,left,left,right,right,right,right,valence,right,left,right,valence,right,valence,left,right,right,valence,left,right
53,1965-04-07,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,right,right,right,right,left,left,valence,left,right,right,left,valence,right,left,left,right,valence,left,left,right,left,left,right,right,right,right,valence,right,left,right,valence,right,valence,left,right,right,valence,left,right
53,1969-06-16,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,valence,right,right,right,left,left,valence,left,right,valence,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,valence,right,right,valence,right,left,right,valence,left,valence,left,right,right,valence,left,right
53,1973-02-28,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,valence,right,right,right,valence,left,valence,left,right,valence,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,valence,right,right,valence,right,left,right,valence,left,valence,left,right,right,valence,left,right
53,1977-06-16,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,valence,right,right,right,valence,left,valence,left,right,valence,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,valence,right,right,valence,right,left,right,valence,left,valence,left,right,right,valence,left,right
53,1981-06-11,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,valence,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,left,valence,left,right,right,valence,left,right
53,1982-02-18,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,valence,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,left,valence,left,right,right,valence,left,right
53,1982-11-24,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,valence,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,left,valence,left,right,right,valence,left,right
53,1987-02-17,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,valence,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,left,valence,left,right,right,valence,left,right
53,1989-06-15,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,left,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,left,valence,left,right,right,valence,left,right
53,1992-11-25,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,left,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,left,right,right,valence,left,valence
53,1997-06-06,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,left,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,left,right,right,valence,left,valence
53,2002-05-17,left,valence,left,right,left,valence,valence,right,valence,left,left,right,right,left,left,valence,right,left,right,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,valence,left,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,left,right,right,valence,left,valence
53,2007-05-24,valence,valence,left,right,left,valence,left,right,left,left,left,valence,right,left,right,valence,valence,valence,left,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,left,left,left,valence,left,left,right,valence,valence,right,left,right,left,right,left,right,valence,left,right,right,valence,valence,valence
53,2011-02-25,valence,valence,left,right,left,valence,left,right,left,left,left,valence,right,left,right,valence,valence,valence,left,right,right,valence,left,valence,left,right,left,left,valence,right,left,left,right,left,left,left,valence,left,left,right,valence,valence,right,left,right,left,right,left,right,valence,left,right,right,valence,valence,valence
61,1948-11-02,valence,valence,valence,right,left,valence,valence,valence,right,valence,valence,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,valence,valence
61,1952-11-04,valence,valence,valence,right,left,valence,valence,valence,right,valence,valence,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,valence,valence
61,1956-11-06,valence,valence,valence,right,left,valence,valence,valence,right,valence,valence,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,valence,valence
61,1960-11-08,valence,valence,valence,right,left,valence,valence,valence,right,valence,valence,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,valence,valence
61,1964-11-03,valence,valence,valence,right,left,valence,valence,valence,right,valence,valence,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,valence,valence
61,1968-11-05,valence,valence,valence,right,left,valence,valence,valence,right,valence,valence,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,valence,valence
61,1972-11-07,valence,valence,valence,right,left,valence,valence,valence,right,valence,left,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,valence,valence
61,1976-11-02,valence,valence,valence,right,left,valence,valence,valence,right,valence,left,left,valence,valence,right,valence,valence,valence,valence,right,valence,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,1980-11-04,valence,valence,valence,right,left,valence,valence,valence,right,valence,left,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,1984-11-06,valence,valence,valence,right,left,valence,valence,valence,right,valence,left,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,1988-11-08,valence,valence,valence,right,left,valence,valence,valence,right,valence,left,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,1992-11-03,valence,valence,valence,right,left,valence,valence,valence,right,valence,left,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,1996-11-05,valence,valence,valence,right,left,valence,valence,valence,right,valence,right,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,2000-11-07,valence,valence,valence,right,left,valence,valence,valence,right,valence,right,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,2004-11-02,valence,valence,valence,right,left,valence,valence,valence,right,valence,right,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,2008-11-04,valence,valence,valence,right,left,valence,valence,valence,right,valence,right,left,valence,valence,right,valence,valence,valence,valence,right,right,left,valence,valence,right,valence,left,left,valence,valence,valence,valence,right,valence,valence,left,valence,left,left,right,left,right,right,valence,right,left,valence,valence,valence,valence,valence,right,valence,valence,left,valence
61,2012-11-06,valence,valence,valence,valence,left,valence,valence,valence,right,right,valence,left,valence,valence,valence,valence,right,valence,valence,right,right,left,valence,left,valence,valence,valence,left,valence,right,left,valence,valence,valence,valence,left,left,left,left,right,valence,valence,valence,valence,right,left,valence,valence,valence,valence,valence,valence,right,valence,valence,valence
62,1945-06-11,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1949-06-27,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1953-08-10,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1957-06-10,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1958-03-31,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1962-06-18,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1963-04-08,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1965-11-08,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1968-06-25,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1972-10-30,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1974-07-08,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1979-05-22,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1980-02-18,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,valence,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1984-09-04,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,right,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1988-11-21,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,right,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1993-10-25,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,right,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,1997-06-02,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,right,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,2000-11-27,right,valence,left,right,left,left,left,valence,valence,valence,right,right,valence,right,right,valence,right,right,right,right,right,left,left,valence,valence,valence,right,valence,right,right,left,left,right,valence,valence,left,left,left,left,right,right,valence,right,left,right,valence,right,right,left,right,valence,valence,valence,valence,left,left
62,2004-06-28,valence,left,valence,right,left,left,left,valence,left,valence,right,left,right,left,valence,valence,right,right,valence,right,right,left,left,left,left,right,right,valence,right,right,left,left,right,valence,left,left,left,left,left,right,valence,valence,right,left,right,left,right,right,left,valence,left,valence,valence,right,left,left
62,2006-01-23,valence,left,valence,right,left,left,left,valence,left,valence,right,left,right,left,valence,valence,right,right,valence,right,right,left,left,left,left,right,right,valence,right,right,left,left,right,valence,left,left,left,left,left,right,valence,valence,right,left,right,left,right,right,left,valence,left,valence,valence,right,left,left
62,2008-10-14,valence,left,valence,right,left,left,left,valence,left,valence,right,left,right,left,valence,valence,right,right,valence,right,right,left,left,left,left,right,right,valence,right,right,left,left,right,valence,left,left,left,left,left,right,left,valence,right,left,right,left,right,valence,left,valence,left,valence,valence,right,left,valence
62,2011-05-02,valence,left,valence,right,left,left,left,valence,left,valence,right,left,right,left,valence,valence,right,right,valence,right,right,left,left,left,left,right,right,valence,right,right,left,left,right,valence,left,left,left,left,left,right,left,valence,right,left,right,left,right,valence,left,valence,left,valence,valence,valence,valence,valence
62,2015-10-19,valence,valence,valence,right,left,valence,left,valence,right,valence,valence,left,valence,valence,left,valence,valence,valence,valence,right,valence,left,valence,valence,left,right,valence,valence,right,right,left,left,right,valence,left,left,valence,left,left,right,left,valence,right,valence,right,left,right,valence,left,valence,left,valence,valence,valence,valence,valence
63,1946-09-28,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1949-12-10,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1951-04-28,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1954-05-29,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1955-12-10,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1958-11-22,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1961-12-09,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1963-11-30,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1966-11-26,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1969-10-25,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,left,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1972-12-02,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,left,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1974-05-18,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,left,valence,left,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,valence,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1975-12-13,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,right,valence,left,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,right,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1977-12-10,valence,valence,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,right,valence,left,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,right,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1980-10-18,valence,valence,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,right,valence,left,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,right,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1983-03-05,valence,valence,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,right,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,right,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1984-12-01,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,right,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,right,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1987-07-11,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,valence,right,left,right,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,right,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
63,1990-03-24,valence,left,left,right,left,left,valence,valence,valence,valence,left,right,valence,left,right,left,right,valence,right,right,left,left,left,valence,right,left,left,left,valence,valence,left,left,right,left,left,right,left,left,left,right,left,right,right,valence,right,valence,valence,right,left,valence,left,right,right,right,valence,left
